,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
85041,113175,2196,24h,I had taco bell for dinner last night and i hadnt had that in a long while.,I had taco bell for dinner last night and i hadnt had that in a long while.,True,1,,leisure,22.0,USA,m,married,y
96640,124845,186,24h,Got a new exciting work project.,Got a new exciting work project.,True,1,,achievement,44.0,USA,m,single,y
1402,29079,4007,24h,I watched two hummingbirds go to the new feeder I put up.,I watched two hummingbirds go to the new feeder I put up.,True,1,,leisure,55.0,USA,f,married,n
1414,29091,1932,24h,"I had my favorite food, a cheesesteak, for lunch.","I had my favorite food, a cheesesteak, for lunch.",True,1,,enjoy_the_moment,27.0,USA,m,single,n
25901,53714,3150,24h,We were able to binge watch a couple shows on Netflix for free last night.,We were able to binge watch a couple shows on Netflix for free last night.,True,1,leisure,leisure,61.0,USA,m,married,y
88899,117060,3744,24h,I'm eating some fried rice with ribs. ,I'm eating some fried rice with ribs. ,True,1,,enjoy_the_moment,21.0,USA,m,single,n
13361,41114,657,24h,The cardinals beat the Cubs in baseball tonight,The cardinals beat the Cubs in baseball tonight,True,1,,achievement,29.0,USA,m,single,n
96914,125121,5593,24h,"I confessed to my crush last night that I loved him. Although he has feelings for another girl, that moment gave me peace of mind and closure. It also relieved a lot of stress since prior of my confession, we fought a lot; we almost lost our friendship because of how unhappy we were making each other feel. By finally sharing what was on my mind and my heart, I was washed over with appreciation and understanding.","I confessed to my crush last night that I loved him. Although he has feelings for another girl, that moment gave me peace of mind and closure. It also relieved a lot of stress since prior of my confession, we fought a lot; we almost lost our friendship because of how unhappy we were making each other feel. By finally sharing what was on my mind and my heart, I was washed over with appreciation and understanding.",True,4,,affection,20.0,USA,f,single,n
16964,44736,1427,24h,I got food stamps today.,I got food stamps today.,True,1,,achievement,28.0,USA,f,married,y
86803,114952,1052,24h,My niece invited me to dinner this coming Sunday.,My niece invited me to dinner this coming Sunday.,True,1,,affection,61.0,USA,m,single,n
872,28545,2305,24h,"
The wife was horny this morning.","
The wife was horny this morning.",True,1,,affection,42.0,USA,m,married,n
4895,32604,4725,24h,"Getting Mexican food for dinner, it was really good. ","Getting Mexican food for dinner, it was really good. ",True,1,,leisure,22.0,USA,m,single,n
6267,33987,181,24h,I was able to get out of work early to see my daughter perform in a play.,I was able to get out of work early to see my daughter perform in a play.,True,1,,affection,44.0,USA,m,married,y
26474,54291,312,24h,Watched my son excel at his 4th grade recorder concert tonight.,Watched my son excel at his 4th grade recorder concert tonight.,True,1,,affection,44.0,USA,m,married,y
26248,54064,211,24h,The weather was nice.,The weather was nice.,True,1,,nature,27.0,USA,m,single,n
14901,42666,3898,24h,The dining hall had my favorite dessert.,The dining hall had my favorite dessert.,True,1,,enjoy_the_moment,23.0,USA,f,single,n
20478,48264,6457,24h,Within the last 24 hours I spent time shopping for myself and decided to pick somethings up for some other members of my family,Within the last 24 hours I spent time shopping for myself and decided to pick somethings up for some other members of my family,True,1,,affection,59.0,USA,f,divorced,y
20287,48071,31,24h,I had a joking conversation with my husband.,I had a joking conversation with my husband.,True,1,affection,affection,31.0,USA,f,married,n
18655,46436,463,24h,Learned that a job interview had gotten scheduled for a position I'm somewhat interested in.,Learned that a job interview had gotten scheduled for a position I'm somewhat interested in.,True,1,,achievement,49.0,USA,m,married,y
98644,126861,8450,24h,I played my guitar.,I played my guitar.,True,1,,leisure,27.0,USA,m,single,n
24205,52011,888,24h,thinking about my coat that will arrive,thinking about my coat that will arrive,True,1,,achievement,23.0,USA,f,single,n
27884,55711,2509,24h,My granddaughter pregnancy,My granddaughter pregnancy,True,1,,affection,65.0,USA,f,divorced,y
1135,28811,3315,24h,"During dinnertime, I saw one of the girls I like, and we seemed to interact extremely well, so now I feel like there's some potential in that relationship!","During dinnertime, I saw one of the girls I like, and we seemed to interact extremely well, so now I feel like there's some potential in that relationship!",True,1,,enjoy_the_moment,20.0,USA,f,single,n
852,28525,2965,24h,I managed to make $46 on Mechanical Turk. Which made me happy because I'm putting that money towards a new $250 office chair. So I'm 1/5 of the way there.,I managed to make $46 on Mechanical Turk. Which made me happy because I'm putting that money towards a new $250 office chair. So I'm 1/5 of the way there.,True,3,,achievement,42.0,USA,m,single,n
92323,120508,9729,24h,Cleaning the house for my significant other and hearing her appreciation for it made me happy.,Cleaning the house for my significant other and hearing her appreciation for it made me happy.,True,1,,affection,37.0,USA,m,single,y
14898,42663,2637,24h,"I applied for a promising-looking job posting, which made me feel hopeful about leaving my current dead-end job.","I applied for a promising-looking job posting, which made me feel hopeful about leaving my current dead-end job.",True,1,,achievement,36.0,USA,m,married,y
86437,114581,2062,24h,I had a long conversation with my daughter about her last week of high school,I had a long conversation with my daughter about her last week of high school,True,1,affection,affection,43.0,USA,m,married,y
3873,31572,6137,24h,I was able to gain the ability to sell on ebay again.,I was able to gain the ability to sell on ebay again.,True,1,,achievement,45.0,USA,m,married,y
97557,125767,1205,24h,I gave my son a new iPhone as a gift.,I gave my son a new iPhone as a gift.,True,1,,affection,44.0,USA,m,married,y
4276,31980,1064,24h,"I have always wanted to bake chocolate cake but have never attempted to. One evening, I was craving some, but all the stores where already closed. I decided to bake some and it turned out to be delicious. I was very full and extremely satisfied, for it fulfilled my craving.","I have always wanted to bake chocolate cake but have never attempted to. One evening, I was craving some, but all the stores where already closed. I decided to bake some and it turned out to be delicious. I was very full and extremely satisfied, for it fulfilled my craving.",True,4,,achievement,26.0,USA,f,married,n
15530,43299,2041,24h,I finished 4th in an online poker tourney and won 560 bucks.,I finished 4th in an online poker tourney and won 560 bucks.,True,1,,achievement,24.0,USA,m,single,n
10283,38020,1091,24h,"I sat in a coffe shop with my boyfriend, and we drank the most amazin iced chai lattes I've ever tasted","I sat in a coffe shop with my boyfriend, and we drank the most amazin iced chai lattes I've ever tasted",True,1,,affection,23.0,USA,f,single,n
97289,125498,10993,24h,An album I was looking forward to leaked.,An album I was looking forward to leaked.,True,1,,achievement,20.0,USA,m,single,n
2480,30169,63,24h,I got a free donuts coupon.,I got a free donuts coupon.,True,1,,achievement,25.0,USA,m,single,n
8318,36049,1876,24h,My husband made dinner for the whole family.,My husband made dinner for the whole family.,True,1,,affection,30.0,USA,f,married,y
94665,122862,2296,24h,My husband had a great blood pressure reading.,My husband had a great blood pressure reading.,True,1,,affection,37.0,USA,f,married,n
1832,29514,12166,24h,Sitting outside in the sun made me feel happy.,Sitting outside in the sun made me feel happy.,True,1,,nature,28.0,USA,f,single,n
15438,43207,1251,24h,"Every night when I come home from work, my dog is always happy to see me, which makes me happy, no matter what happened prior that day. I'm always happy for an hour or two.","Every night when I come home from work, my dog is always happy to see me, which makes me happy, no matter what happened prior that day. I'm always happy for an hour or two.",True,2,,affection,27.0,USA,m,single,n
13009,40760,835,24h,I saw my friend Gary that I hadn't seen for about a week.,I saw my friend Gary that I hadn't seen for about a week.,True,1,,bonding,30.0,USA,m,single,n
30338,58180,6048,24h,"I could not find my medical device needed to check my blood sugar, then I found it under my bed. ","I could not find my medical device needed to check my blood sugar, then I found it under my bed. ",True,1,achievement,achievement,39.0,USA,f,married,y
2081,29766,150,24h,"While I was shopping this morning, I had an opportunity to give someone some money that really needed it.","While I was shopping this morning, I had an opportunity to give someone some money that really needed it.",True,1,,achievement,69.0,USA,m,married,y
15650,43419,13115,24h,Taking our dog for a walk with my fiancee.,Taking our dog for a walk with my fiancee.,True,1,,affection,33.0,USA,m,married,n
21844,49635,683,24h,playing tag football with friends,playing tag football with friends,True,1,,bonding,27.0,USA,m,single,n
19300,47082,12868,24h,"The lady sitting next to me on the e-discovery project I was working did not believe I was 36 years old, thinking I wa much younger, and I'm actually 38. ","The lady sitting next to me on the e-discovery project I was working did not believe I was 36 years old, thinking I wa much younger, and I'm actually 38. ",True,1,,enjoy_the_moment,38.0,USA,m,divorced,n
